experiment,test_style,mid_to_high_percent,mid_to_low_percent,mid_to_eps_percent,mid_correct_percent
E3,naturalistic,40.1345778163664,19.93705231169959,9.659214239201216,30.269155632732797
E5,constrained,23.835125448028673,11.11111111111111,11.11111111111111,53.94265232974911
E8,naturalistic,43.20599088343825,22.943347080529627,9.344475797699154,24.506186238332972
E10,constrained,20.967741935483872,13.440860215053762,10.03584229390681,55.55555555555556
